row,offer_text,assigned_itemcode,assigned_itemname,label_provenance,final_verdict,replacement_itemcode,replacement_itemname,justification,verdict_source,adjudicator_verdict,adjudicator_note,n_superior_skus_found,skus_compared,label_defects,runtime_rule_defects,protein_inconsistency,pack_inconsistency,category_unreachable,multi_entity_offer
1218,AlKabeer zing CHICKEN Fillets N/S,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,INCORRECT,CKZF,ZING CHICKEN FILLETS 465,"CKZF (ZING CHICKEN FILLETS 465) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 89.2 vs 86.5 (+2.7); protein=1 family=1 pack=unknown; spec '465 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,2,237,,,False,False,False,False
1219,Alkabeer ZING CHICKEN Fillets non spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1220,AlKabeer Zing chicken Filets N/S,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,INCORRECT,CKZF,ZING CHICKEN FILLETS 465,"CKZF (ZING CHICKEN FILLETS 465) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 84.2 vs 84.1 (+0.1); protein=1 family=1 pack=unknown; spec '465 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,1,237,,,False,False,False,False
1221,Al-Kabeer Zing Chckn Fillets NOSPICY,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1222,ALKABEER Zinger Chiken Fillets Non-Spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1223,AL-KABEEZ ZINGER chicken Fillets NON SPICY,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1224,Al Kaber zing CHICKEN Fillet Not Spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1225,Al Kabeer's Zing Chkn FILLETS non spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1226,Al Kabeer Zinger chicken Filets No Spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1227,ALKABEER ZINGER Chiken Fillet NS,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 1/237 (84.1).",deterministic,,,0,237,,,False,False,False,False
1228,ALKABEEER ZINGER Chiken fillets non spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1229,AL KABEER zing Chkn Filets NS,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 1/237 (76.3).",deterministic,,,0,237,,,False,False,False,False
1230,AL KABEER Zinger Chkn Fillets non spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1231,ALKABEEER Zing CHICKEN FILLETS Non Spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1232,Alkabeer ZING Chkn Filets Not Spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1233,Alkabeer zing Chicken Filets non spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1234,Al Kabee ZINGER CHICKEN Fillet NON SPICY,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Best of all 237 SKUs on name similarity (84.0, margin +5.6); no attribute conflict; pack unknown.",deterministic,,,0,237,,,False,False,False,False
1235,Al-Kabeer zing Chkn Fillet N/S,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 1/237 (80.0).",deterministic,,,0,237,,,False,False,False,False
1236,Al-Kabeer ZING Chicken FILLETS Non Spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1237,Alkabheer Zing Chkn FILLETS Not Spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1238,AL KABBER ZINGER Chiken Fillet non spicy,CKZFNS,ZING CHICKEN FILLET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'fillet', 'nonspicy', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1239,ALKABEEER ZING Chckn nuggets,CKZN,ZING CHICKEN NUGGETS REGULAR,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 3/237 (68.9).",deterministic,,,0,237,,,False,False,False,False
1240,ALKABEER ZINGER chicken Nuggts,CKZN,ZING CHICKEN NUGGETS REGULAR,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 2/237 (82.6).",deterministic,,,0,237,,,False,False,False,False
1241,Al Kabeer's ZING Chiken Nuggts,CKZN,ZING CHICKEN NUGGETS REGULAR,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 1/237 (82.8).",deterministic,,,0,237,,,False,False,False,False
1242,Al kabeer ZINGER CHICKEN Nugget NS,CKZNNS,ZING CHICKEN NUGGET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Best of all 237 SKUs on name similarity (86.5, margin +7.4); no attribute conflict; pack unknown.",deterministic,,,0,237,,,False,False,False,False
1243,AlKabeer Zinger Chicken nuggets NOSPICY,CKZNNS,ZING CHICKEN NUGGET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'nonspicy', 'nugget', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1244,Al-Kabeer zing Chkn Nuggets Non spicy,CKZNNS,ZING CHICKEN NUGGET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'nonspicy', 'nugget', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1245,Al kabeer zing Chckn Nuggts non spicy,CKZNNS,ZING CHICKEN NUGGET NON-SPICY,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'nonspicy', 'nuggt', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1246,Alkabeer Zinger chicken nuggets,CKZN,ZING CHICKEN NUGGETS REGULAR,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 2/237 (85.4).",deterministic,,,0,237,,,False,False,False,False
1247,Al kabeer Zinger Chkn lollipop,CKZL,ZING CHICKEN LOLLIPOP 420,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'lollipop', 'zing']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1248,Al-Kabeer zing chicken lollipop (1 kg),CKZLA,ZING CHICKEN LOLLIPOP BULK (5*1KG),v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 2/237 (92.1).",deterministic,,,0,237,,,False,False,False,False
1249,AlKabeer ZINGER Chiken NUGGETS,CKZN,ZING CHICKEN NUGGETS REGULAR,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 2/237 (82.6).",deterministic,,,0,237,,,False,False,False,False
1250,Al kbeer Zing CHICKEN Nuggets,CKZN,ZING CHICKEN NUGGETS REGULAR,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 3/237 (78.9).",deterministic,,,0,237,,,False,False,False,False
1251,Al kabeer Zinger Chicken Nuggets,CKZN,ZING CHICKEN NUGGETS REGULAR,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 2/237 (85.4).",deterministic,,,0,237,,,False,False,False,False
1252,AlKabeer zing Chicken Nuggets,CKZN,ZING CHICKEN NUGGETS REGULAR,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 2/237 (94.4).",deterministic,,,0,237,,,False,False,False,False
1253,AL-KABEEZ Zinger chicken Nugget,CKZN,ZING CHICKEN NUGGETS REGULAR,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 6/237 (68.8).",deterministic,,,0,237,,,False,False,False,False
1254,AlKabeer ZINGER Chiken Nuggts,CKZN,ZING CHICKEN NUGGETS REGULAR,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 2/237 (80.0).",deterministic,,,0,237,,,False,False,False,False
1255,Alkabeer zing Chckn Filets 1 kilo,CKZFA,ZING CHICKEN FILLETS BULK (5*1 KG),v2_synthetic_by_construction,INCORRECT,CKZF,ZING CHICKEN FILLETS 465,"CKZF (ZING CHICKEN FILLETS 465) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'fillet', 'zing'] vs assigned=['chicken', 'fillet', 'zing']; over-specific words replacement=0 vs assigned=1; name similarity 77.2 vs 73.1 (+4.0); protein=1 family=1 pack=unknown; spec '465 Gms x 12 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,2,237,,,False,False,False,False
1256,Alkaberer krazee Chckn NUGGETS Hot N Spicy,CKNKDA,KRAZEE CHICKEN NUGGETS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'krazee', 'nugget', 'spicy']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1257,AL-KABEEZ Krazy Chkn NUGGETS Hot n Spicy,CKNKDA,KRAZEE CHICKEN NUGGETS SPICY 750 GRM,v2_synthetic_by_construction,INCORRECT,CKNHSD,Chicken Nuggets HOT n SPICY,"CKNHSD (Chicken Nuggets HOT n SPICY) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'nugget', 'spicy'] vs assigned=['chicken', 'nugget', 'spicy']; over-specific words replacement=0 vs assigned=1; name similarity 82.8 vs 67.1 (+15.7); protein=1 family=1 pack=unknown; spec '750 g. x 8'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,1,237,,,False,False,False,False
1258,AL-KABEEZ KRAZEE Chkn nuggets Hot N Spicy,CKNKDA,KRAZEE CHICKEN NUGGETS SPICY 750 GRM,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'krazee', 'nugget', 'spicy']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
1259,ALKABEER KRAZEE Chiken Nuggets Hot and Spicy,CKNKDA,KRAZEE CHICKEN NUGGETS SPICY 750 GRM,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['hot']; name rank 7/237 (69.6).",deterministic,,,0,237,,,False,False,False,True
